temp,DATE,YEAR,TIME
24.546981552224736,2012-01-02,2012,367
24.281871474777347,2012-01-03,2012,368
26.02804539855731,2012-01-04,2012,369
26.951577696953052,2012-01-05,2012,370
26.80287453380862,2012-01-06,2012,371
27.143459540614003,2012-01-07,2012,372
27.22167263019992,2012-01-08,2012,373
27.035407525467974,2012-01-09,2012,374
26.89646344621258,2012-01-10,2012,375
27.121133003371312,2012-01-11,2012,376
24.950474035034574,2012-01-12,2012,377
21.258942583206135,2012-01-13,2012,378
22.4965207969679,2012-01-14,2012,379
23.86524986472108,2012-01-15,2012,380
25.281861631843753,2012-01-16,2012,381
25.76426929660562,2012-01-17,2012,382
25.22983658751417,2012-01-18,2012,383
25.882080395640685,2012-01-19,2012,384
26.690680173702447,2012-01-20,2012,385
26.661122085088778,2012-01-21,2012,386
26.63521487677889,2012-01-22,2012,387
26.615977545947146,2012-01-23,2012,388
27.512198451300833,2012-01-24,2012,389
23.435920382837992,2012-01-25,2012,390
24.107471731032888,2012-01-26,2012,391
22.637711571794853,2012-01-27,2012,392
23.87781731807462,2012-01-28,2012,393
25.325601986253105,2012-01-29,2012,394
26.32095833370306,2012-01-30,2012,395
26.64855463173518,2012-01-31,2012,396
27.264500264533297,2012-02-01,2012,397
27.41966267744607,2012-02-02,2012,398
28.0969009738065,2012-02-03,2012,399
28.31082851776364,2012-02-04,2012,400
29.14526529489865,2012-02-05,2012,401
28.718112299350537,2012-02-06,2012,402
28.938077837656294,2012-02-07,2012,403
29.049710523869578,2012-02-08,2012,404
29.048236129900715,2012-02-09,2012,405
23.929070060801507,2012-02-10,2012,406
23.828390015499735,2012-02-11,2012,407
24.42144743716227,2012-02-12,2012,408
26.69713942347073,2012-02-13,2012,409
27.177651438844066,2012-02-14,2012,410
26.620962401746624,2012-02-15,2012,411
26.522950307436133,2012-02-16,2012,412
27.68919593679999,2012-02-17,2012,413
27.66518437787863,2012-02-18,2012,414
28.455248917474762,2012-02-19,2012,415
28.55557791659345,2012-02-20,2012,416
27.86872095481715,2012-02-21,2012,417
24.748762898247946,2012-02-22,2012,418
25.39728561683404,2012-02-23,2012,419
25.39861959232968,2012-02-24,2012,420
24.572116458931873,2012-02-25,2012,421
25.76679682912362,2012-02-26,2012,422
25.6947621523596,2012-02-27,2012,423
25.01387297569528,2012-02-28,2012,424
26.08989973601257,2012-02-29,2012,425
26.100431121504414,2012-03-01,2012,426
21.63940643640717,2012-03-02,2012,427
23.33453824517011,2012-03-03,2012,428
25.837146484208972,2012-03-04,2012,429
26.791219800530996,2012-03-05,2012,430
26.76194254886377,2012-03-06,2012,431
26.693839589349977,2012-03-07,2012,432
26.12928711775197,2012-03-08,2012,433
26.80175118602284,2012-03-09,2012,434
26.25320642037235,2012-03-10,2012,435
26.6208219832734,2012-03-11,2012,436
26.950664976877135,2012-03-12,2012,437
27.379573203340556,2012-03-13,2012,438
25.978196840562703,2012-03-14,2012,439
22.380394719611445,2012-03-15,2012,440
23.163929800202652,2012-03-16,2012,441
25.006711633560883,2012-03-17,2012,442
24.67230503957734,2012-03-18,2012,443
24.93692365236842,2012-03-19,2012,444
25.746014895086432,2012-03-20,2012,445
26.9912459156389,2012-03-21,2012,446
21.268491039385367,2012-03-22,2012,447
21.392410342005746,2012-03-23,2012,448
19.984223683276525,2012-03-24,2012,449
21.8715181726468,2012-03-25,2012,450
23.710017242571666,2012-03-25,2012,451
18.860103595879934,2012-03-26,2012,452
14.461916177550563,2012-03-27,2012,453
16.5338609592107,2012-03-28,2012,454
18.492839079161968,2012-03-29,2012,455
20.263235189573095,2012-03-30,2012,456
21.835290206554987,2012-03-31,2012,457
22.542227010002364,2012-04-01,2012,458
23.079608507031537,2012-04-02,2012,459
23.388669566598026,2012-04-03,2012,460
25.17268626891189,2012-04-04,2012,461
20.6671489278026,2012-04-05,2012,462
23.232454015136057,2012-04-06,2012,463
22.760437317392814,2012-04-07,2012,464
23.586027730714704,2012-04-08,2012,465
23.233507153685252,2012-04-09,2012,466
23.122295722891693,2012-04-10,2012,467
23.319162422352008,2012-04-11,2012,468
24.522267900937265,2012-04-12,2012,469
22.733406761297147,2012-04-13,2012,470
20.678171777950695,2012-04-14,2012,471
19.104923203946385,2012-04-15,2012,472
22.41044427288142,2012-04-16,2012,473
22.341077547108682,2012-04-17,2012,474
21.945308080326186,2012-04-18,2012,475
20.609296516834206,2012-04-19,2012,476
20.797948735610987,2012-04-20,2012,477
18.69047808022509,2012-04-21,2012,478
19.549768927120795,2012-04-22,2012,479
19.291539354861413,2012-04-23,2012,480
20.788821534851422,2012-04-24,2012,481
20.84112741612745,2012-04-25,2012,482
17.075033755016932,2012-04-26,2012,483
18.072075124145556,2012-04-27,2012,484
13.368337108080254,2012-04-28,2012,485
12.732311633611118,2012-04-29,2012,486
11.480129898634004,2012-04-30,2012,487
14.225591887114206,2012-05-01,2012,488
15.772090741969294,2012-05-02,2012,489
17.509839557355747,2012-05-03,2012,490
19.282061107918764,2012-05-04,2012,491
19.851458016843026,2012-05-05,2012,492
18.52078235533361,2012-05-06,2012,493
18.764829661797307,2012-05-07,2012,494
19.166356285982033,2012-05-08,2012,495
20.298831272535438,2012-05-09,2012,496
19.275882695096925,2012-05-10,2012,497
19.160599128579804,2012-05-11,2012,498
13.377253681130014,2012-05-12,2012,499
16.085855820388815,2012-05-13,2012,500
16.801077313756423,2012-05-14,2012,501
17.55807330290827,2012-05-15,2012,502
17.17234375696131,2012-05-16,2012,503
17.132184073619158,2012-05-17,2012,504
16.98116400566653,2012-05-18,2012,505
17.61627676005969,2012-05-19,2012,506
18.287266434361698,2012-05-20,2012,507
18.512708293123183,2012-05-21,2012,508
18.301027444737656,2012-05-22,2012,509
17.25512044692698,2012-05-23,2012,510
16.378136872405037,2012-05-24,2012,511
16.37076490256078,2012-05-25,2012,512
18.98570792017904,2012-05-26,2012,513
20.198783110363138,2012-05-27,2012,514
21.068535133514047,2012-05-28,2012,515
21.59264708482351,2012-05-29,2012,516
17.966269804571084,2012-05-30,2012,517
17.747568032524384,2012-05-31,2012,518
20.408638518596774,2012-06-01,2012,519
19.061955151139784,2012-06-02,2012,520
13.34144697045781,2012-06-03,2012,521
10.738790569246703,2012-06-04,2012,522
10.14524168292786,2012-06-05,2012,523
5.914222456971913,2012-06-06,2012,524
6.104068232771056,2012-06-07,2012,525
11.060840337586455,2012-06-08,2012,526
15.106577388123014,2012-06-09,2012,527
17.029046705035967,2012-06-10,2012,528
18.621041145215713,2012-06-11,2012,529
20.38820763074267,2012-06-12,2012,530
19.741931607728134,2012-06-13,2012,531
17.97687139929951,2012-06-14,2012,532
18.88004301907779,2012-06-15,2012,533
18.729022951125103,2012-06-16,2012,534
19.1680413076607,2012-06-17,2012,535
18.211861714240285,2012-06-18,2012,536
15.248119209133051,2012-06-19,2012,537
16.365499209814857,2012-06-20,2012,538
12.624048990755227,2012-06-21,2012,539
12.148872877364397,2012-06-22,2012,540
14.07590579465716,2012-06-23,2012,541
14.577901836433796,2012-06-24,2012,542
15.943260860829582,2012-06-25,2012,543
16.808659911310542,2012-06-26,2012,544
18.606507833237004,2012-06-27,2012,545
19.165513775142642,2012-06-28,2012,546
19.405418736646254,2012-06-29,2012,547
18.750577186765042,2012-06-30,2012,548
19.080279761895554,2012-07-01,2012,549
19.67200320806245,2012-07-02,2012,550
19.98899791136614,2012-07-03,2012,551
19.487212497299367,2012-07-04,2012,552
18.193537103484516,2012-07-05,2012,553
11.424945438656891,2012-07-06,2012,554
8.56075963106565,2012-07-07,2012,555
12.772962781609522,2012-07-08,2012,556
16.453892638709533,2012-07-09,2012,557
12.532285518503215,2012-07-10,2012,558
10.561722874510906,2012-07-11,2012,559
10.980661389375427,2012-07-12,2012,560
10.393571752824926,2012-07-13,2012,561
10.218189079767853,2012-07-14,2012,562
11.567961653635791,2012-07-15,2012,563
10.990841728684188,2012-07-16,2012,564
9.997310821386122,2012-07-17,2012,565
12.377754988719914,2012-07-18,2012,566
12.52933673056549,2012-07-19,2012,567
14.019317149947767,2012-07-20,2012,568
17.735070788407427,2012-07-21,2012,569
17.81876019844907,2012-07-22,2012,570
20.023540855779345,2012-07-23,2012,571
17.005737238480776,2012-07-24,2012,572
16.14230404662493,2012-07-25,2012,573
15.342831469322789,2012-07-26,2012,574
18.206174766074696,2012-07-27,2012,575
19.163407498044307,2012-07-28,2012,576
14.728430439730175,2012-07-29,2012,577
17.20000619618645,2012-07-30,2012,578
19.209324338788633,2012-07-31,2012,579
18.91002236311118,2012-08-01,2012,580
19.43610017304576,2012-08-02,2012,581
19.93269010360325,2012-08-03,2012,582
19.01112366383262,2012-08-04,2012,583
19.612325356942165,2012-08-05,2012,584
19.91619093299937,2012-08-06,2012,585
19.466711400208624,2012-08-07,2012,586
19.945608603139874,2012-08-08,2012,587
20.89553957450181,2012-08-09,2012,588
20.08202514987721,2012-08-10,2012,589
20.86015411924933,2012-08-11,2012,590
19.98211740617819,2012-08-12,2012,591
20.112144912383826,2012-08-13,2012,592
21.850946866319475,2012-08-14,2012,593
20.832561889260717,2012-08-15,2012,594
22.47433467819843,2012-08-16,2012,595
22.448076423705515,2012-08-17,2012,596
21.4299722835932,2012-08-18,2012,597
21.531073584314697,2012-08-19,2012,598
21.974234285810326,2012-08-20,2012,599
22.361438225726147,2012-08-21,2012,600
22.25415851218287,2012-08-22,2012,601
21.733276185757575,2012-08-23,2012,602
17.589878087093552,2012-08-24,2012,603
14.506990507455555,2012-08-25,2012,604
11.937894121344982,2012-08-26,2012,605
11.367584492344804,2012-08-27,2012,606
13.176174427472915,2012-08-28,2012,607
17.635584300128073,2012-08-29,2012,608
19.348479045753834,2012-08-30,2012,609
19.867465722790598,2012-08-31,2012,610
21.338559857524274,2012-09-01,2012,611
21.604793282757385,2012-09-02,2012,612
20.25340589644742,2012-09-03,2012,613
21.259363838625802,2012-09-04,2012,614
23.685373800520836,2012-09-05,2012,615
25.220288131334883,2012-09-06,2012,616
23.53631959119332,2012-09-07,2012,617
24.47185766904977,2012-09-08,2012,618
23.50591899174026,2012-09-09,2012,619
18.27406709787863,2012-09-10,2012,620
20.720578156864406,2012-09-11,2012,621
19.01119387306926,2012-09-12,2012,622
23.696115813722486,2012-09-13,2012,623
26.43301227533601,2012-09-14,2012,624
26.993492611210513,2012-09-15,2012,625
27.945389441197563,2012-09-16,2012,626
27.777940411877694,2012-09-17,2012,627
15.616787910583241,2012-09-18,2012,628
14.72548165179245,2012-09-19,2012,629
17.367665853216238,2012-09-20,2012,630
16.340715349290804,2012-09-21,2012,631
17.120037875685284,2012-09-22,2012,632
20.922850967543923,2012-09-23,2012,633
22.243978172874108,2012-09-24,2012,634
10.59114054465141,2012-09-25,2012,635
14.79702486390022,2012-09-26,2012,636
16.327586222044317,2012-09-27,2012,637
17.83694439073156,2012-09-28,2012,638
20.13826274840352,2012-09-29,2012,639
25.2189541558393,2012-09-30,2012,640
25.301520218095106,2012-10-01,2012,641
23.119978818083496,2012-10-02,2012,642
21.250587684049265,2012-10-03,2012,643
24.601674547545542,2012-10-04,2012,644
25.185183513028846,2012-10-05,2012,645
27.631764781251263,2012-10-06,2012,646
28.00717356941624,2012-10-07,2012,647
27.64426202536822,2012-10-08,2012,648
21.985467763668282,2012-10-09,2012,649
19.124371162487932,2012-10-10,2012,650
20.015326375095697,2012-10-11,2012,651
20.730758496173166,2012-10-12,2012,652
20.95360261318001,2012-10-13,2012,653
21.200107242925128,2012-10-14,2012,654
23.708893894785888,2012-10-15,2012,655
22.142666244442808,2012-10-16,2012,656
21.840275062354408,2012-10-17,2012,657
23.997875112681356,2012-10-18,2012,658
25.042237507286586,2012-10-19,2012,659
22.470192333238344,2012-10-20,2012,660
26.24744926297018,2012-10-21,2012,661
20.429420452633963,2012-10-22,2012,662
17.93060351237216,2012-10-23,2012,663
19.433432222054478,2012-10-24,2012,664
26.028887909396644,2012-10-25,2012,665
27.302343043067197,2012-10-26,2012,666
27.62593741461245,2012-10-27,2012,667
28.055126478022316,2012-10-29,2012,668
29.893274501764097,2012-10-30,2012,669
27.41208007989195,2012-10-31,2012,670
21.940182806053485,2012-11-01,2012,671
24.96676257792859,2012-11-02,2012,672
24.613961163952695,2012-11-03,2012,673
25.302573356644302,2012-11-04,2012,674
26.21087025069528,2012-11-05,2012,675
25.833284976195273,2012-11-06,2012,676
26.695805447975147,2012-11-07,2012,677
23.458246920080626,2012-11-08,2012,678
24.01626993267371,2012-11-09,2012,679
25.608404791326677,2012-11-10,2012,680
26.971236283204462,2012-11-11,2012,681
24.905399705129582,2012-11-12,2012,682
21.65134200663124,2012-11-13,2012,683
22.065365874932866,2012-11-14,2012,684
23.11632793777966,2012-11-15,2012,685
23.88869974974949,2012-11-16,2012,686
24.59970868892043,2012-11-17,2012,687
24.945348760761874,2012-11-18,2012,688
27.366233448384207,2012-11-19,2012,689
26.598776282977212,2012-11-20,2012,690
27.990042515682887,2012-11-21,2012,691
29.549600288547822,2012-11-22,2012,692
25.44804689490462,2012-11-23,2012,693
24.600761827469626,2012-11-24,2012,694
24.819533808752965,2012-11-25,2012,695
24.80970451562729,2012-11-26,2012,696
26.18664806406406,2012-11-27,2012,697
27.012729942042256,2012-11-28,2012,698
25.969350476749582,2012-11-29,2012,699
25.097913431920006,2012-11-30,2012,700
26.789324151142466,2012-12-01,2012,701
28.2212415318466,2012-12-02,2012,702
28.816615858317334,2012-12-03,2012,703
30.424477585971374,2012-12-04,2012,704
28.75504235780852,2012-12-05,2012,705
29.014184650143818,2012-12-06,2012,706
29.76451076181752,2012-12-07,2012,707
26.732524878723268,2012-12-08,2012,708
27.43623205728653,2012-12-09,2012,709
29.16358990565442,2012-12-10,2012,710
29.331600608867177,2012-12-11,2012,711
28.298682319829766,2012-12-12,2012,712
27.59785371996759,2012-12-13,2012,713
25.396934570651013,2012-12-14,2012,714
25.15134266098181,2012-12-15,2012,715
27.457365037506747,2012-12-16,2012,716
27.18172357456757,2012-12-17,2012,717
27.54414365395934,2012-12-18,2012,718
27.217109029820108,2012-12-19,2012,719
28.827147243809122,2012-12-20,2012,720
28.957174750014758,2012-12-21,2012,721
25.973211984763225,2012-12-22,2012,722
27.559800313723827,2012-12-23,2012,723
28.874819315468756,2012-12-24,2012,724
29.841460085144377,2012-12-25,2012,725
30.06177666963322,2012-12-26,2012,726
27.532559129918354,2012-12-27,2012,727
24.345059787728303,2012-12-28,2012,728
23.684882335864586,2012-12-29,2012,729
24.894376854981488,2012-12-30,2012,730
25.908830114789907,2012-12-31,2012,731
